id,transformers,date_id,month,is_weekend,time,L1,L2,L3,L4,L5,L6,y
M1_D00650_20_00,M1,D00650,2,1,20:00,7.4018,4.3706,3.0159,-1.5741,-2.7182,0.7924,14.5974
M1_D00650_20_30,M1,D00650,2,1,20:30,6.9664,4.0331,2.7872,-1.5743,-2.7893,0.8526,14.527000000000001
M1_D00650_21_00,M1,D00650,2,1,21:00,7.9374,5.0283,2.3912,-0.1671,-1.5635,0.8074,14.4569
M1_D00650_21_30,M1,D00650,2,1,21:30,9.0087,6.2547,2.6347,0.5698,-0.5863,0.929,14.2809
M1_D00650_22_00,M1,D00650,2,1,22:00,9.377,6.5741,2.9554,0.3018,-0.9766,1.0358,13.9288
M1_D00650_22_30,M1,D00650,2,1,22:30,9.6117,6.9826,2.8026,0.2349,-1.3325,1.1119,13.6126
M1_D00650_23_00,M1,D00650,2,1,23:00,12.8275,8.4576,3.9445,1.3063,-0.8524,1.1883,14.5273
M1_D00650_23_30,M1,D00650,2,1,23:30,13.5635,8.7773,4.6305,1.7746,-0.4974,1.371,14.9843
M1_D00651_00_00,M1,D00651,8,0,0:00,12.3578,9.1326,3.1676,1.675,0.2133,0.7462,16.7427
M1_D00651_00_30,M1,D00651,8,0,0:30,11.5879,8.9728,3.0306,1.5408,0.071,0.8224,16.5674
M1_D00651_01_00,M1,D00651,8,0,1:00,12.1237,9.0265,3.0008,1.9427,0.4266,0.7916,16.5318
M1_D00651_01_30,M1,D00651,8,0,1:30,12.023,8.5288,2.9552,1.4738,0.0533,0.7919,16.9186
M1_D00651_02_00,M1,D00651,8,0,2:00,11.655,9.0082,2.7568,1.6411,0.1067,0.7464,16.5317
M1_D00651_02_30,M1,D00651,8,0,2:30,11.488,8.5643,2.7110000000000003,1.5411,0.0539,0.7769,16.6374
M1_D00651_03_00,M1,D00651,8,0,3:00,11.6882,8.6709,2.8484,1.9424,0.1957,0.8987,16.6024
M1_D00651_03_30,M1,D00651,8,0,3:30,10.7173,7.8005,2.6655,1.1057,-0.3378,0.7768,16.6024
M1_D00651_04_00,M1,D00651,8,0,4:00,11.5878,8.6887,2.6801,1.6079,0.2134,0.7311,16.6024
M1_D00651_04_30,M1,D00651,8,0,4:30,11.4203,7.888999999999999,3.0618,1.4066,-0.426,0.8378,16.4967
M1_D00651_05_00,M1,D00651,8,0,5:00,11.3534,8.3151,3.2441,1.5075,-0.0353,0.8528,16.4267
M1_D00651_05_30,M1,D00651,8,0,5:30,13.4966,9.648,3.7007,1.8083,-0.08800000000000001,0.929,16.6371
M1_D00651_06_00,M1,D00651,8,0,6:00,11.0183,7.6048,3.7015,1.2059,-0.2127,1.021,16.7077
M1_D00651_06_30,M1,D00651,8,0,6:30,10.2817,6.8052,3.3506,1.4739,0.0003,1.0059,17.0243
M1_D00651_07_00,M1,D00651,8,0,7:00,8.8412,5.2949,3.5941,2.2102,0.6754,1.0818,17.3756
M1_D00651_07_30,M1,D00651,8,0,7:30,5.9948,2.31,3.549,2.2437,0.6926,1.0513,17.6572
M1_D00651_08_00,M1,D00651,8,0,8:00,3.1816,0.0893,3.2442,1.876,0.5864,0.9901,17.9739
M1_D00651_08_30,M1,D00651,8,0,8:30,-0.1672,-3.2514,3.3052,2.3776,1.1199,1.0357,18.3257
M1_D00651_09_00,M1,D00651,8,0,9:00,-1.9757,-6.1118,3.8987,2.9139999999999997,1.226,1.0967,18.3962
M1_D00651_09_30,M1,D00651,8,0,9:30,-2.4442,-7.2665,4.2495,3.0814,1.7061,1.2644,18.7123
M1_D00651_10_00,M1,D00651,8,0,10:00,-2.88,-7.1777,4.3708,3.4499,2.2214,1.0365,18.8887
M1_D00651_10_30,M1,D00651,8,0,10:30,-2.8127,-7.7645,4.6608,4.0529,2.6652,0.9591,19.4514
M1_D00651_11_00,M1,D00651,8,0,11:00,-5.0233,-9.9316,4.3104,3.9188,2.5056,0.9292,19.4862
M1_D00651_11_30,M1,D00651,8,0,11:30,-8.1711,-12.2238,3.9447,3.9189,2.7545,0.9749,17.6571
M1_D00651_12_00,M1,D00651,8,0,12:00,-1.5065,-5.2059,3.6401,2.0432,0.8351,0.8681,15.9692
M1_D00651_12_30,M1,D00651,8,0,12:30,1.541,-2.0785,3.2744,1.574,0.4088,0.7313,12.6626
M1_D00651_13_00,M1,D00651,8,0,13:00,0.7366,-2.7184,3.5941,1.8423,0.4446,1.0054,16.1098
M1_D00651_13_30,M1,D00651,8,0,13:30,-6.6978,-10.7492,3.9299,3.8182,2.3278,1.0208,19.3456
M1_D00651_14_00,M1,D00651,8,0,14:00,-4.9232,-9.0612,3.8534,2.8132,1.6883,0.9745,20.0138
M1_D00651_14_30,M1,D00651,8,0,14:30,3.3160000000000003,-0.9412,3.8986,1.8088,0.4085,1.081,20.6121
M1_D00651_15_00,M1,D00651,8,0,15:00,9.9801,6.2723,3.8225,0.8714,-0.6044,1.0363,20.1547
M1_D00651_15_30,M1,D00651,8,0,15:30,4.2871,0.3736,3.7767,0.6365,-0.08900000000000001,1.0058,19.3809
M1_D00651_16_00,M1,D00651,8,0,16:00,0.4356,-3.8375,3.8383,1.7746,0.6223,0.9904,20.506
M1_D00651_16_30,M1,D00651,8,0,16:30,3.2489,-0.6216,3.8383,1.4406,0.2841,1.0055,21.245
M1_D00651_17_00,M1,D00651,8,0,17:00,6.0283,1.9903,4.0207,0.9048,-0.1774,0.899,21.2453
M1_D00651_17_30,M1,D00651,8,0,17:30,8.1719,4.1578,4.0518,0.5696,-0.5151,0.8682,20.6821
M1_D00651_18_00,M1,D00651,8,0,18:00,9.7791,5.7214,4.0512,0.268,-0.9238,0.883,20.5769
M1_D00651_18_30,M1,D00651,8,0,18:30,11.2526,6.8937,4.3102,0.1677,-1.1191,0.8379,19.8027
M1_D00651_19_00,M1,D00651,8,0,19:00,13.965,8.7594,5.1937,0.4025,-1.0129,0.9747,19.24
M1_D00651_19_30,M1,D00651,8,0,19:30,17.1809,10.572000000000001,6.8083,1.4068,-0.7463,1.4164,18.9585
M1_D00651_20_00,M1,D00651,8,0,20:00,17.8172,10.9626,6.8987,1.575,-0.6928,1.2792,18.8181
M1_D00651_20_30,M1,D00651,8,0,20:30,16.8457,10.4116,6.3815,1.3067,-0.8348,1.2339,18.7829
M1_D00651_21_00,M1,D00651,8,0,21:00,17.6832,11.9579,5.9092,1.3401,-0.6391,1.1425,19.0295
M1_D00651_21_30,M1,D00651,8,0,21:30,16.712,11.5846,5.2549,1.7081,-0.3909,1.173,19.2751
M1_D00651_22_00,M1,D00651,8,0,22:00,16.6112,11.4075,5.102,1.9426,-0.391,0.899,19.0643
M1_D00651_22_30,M1,D00651,8,0,22:30,16.6115,11.9396,4.797,2.9472,0.3913,1.0358,18.9588
M1_D00651_23_00,M1,D00651,8,0,23:00,17.5824,12.9354,4.3706,2.7125,0.9778,0.9596,18.8532
M1_D00651_23_30,M1,D00651,8,0,23:30,17.4153,13.1302,4.3253,3.3827,1.4217,1.1576,19.3457
M1_D00657_00_00,M1,D00657,12,0,0:00,14.0665,9.0793,4.888999999999999,4.6553,2.9318,1.4162,4.7836
M1_D00657_00_30,M1,D00657,12,0,0:30,13.9992,9.0257,4.6302,4.9903,2.718,1.0818,4.6434
M1_D00657_01_00,M1,D00657,12,0,1:00,13.5639,8.7416,4.5382,4.0863,2.3104,1.1271,3.6933
M1_D00657_01_30,M1,D00657,12,0,1:30,13.8653,9.1146,4.5231,4.6224,3.0917,1.0205,3.0605
M1_D00657_02_00,M1,D00657,12,0,2:00,13.1616,8.5281,4.5238,4.4211,2.4698,1.0208,2.8142
M1_D00657_02_30,M1,D00657,12,0,2:30,13.3293,8.4397,4.3863,4.0529,2.2748,0.9754,2.2512
M1_D00657_03_00,M1,D00657,12,0,3:00,12.5589,8.3334,4.3251,4.187,2.2037,0.9751,2.3568
M1_D00657_03_30,M1,D00657,12,0,3:30,12.4581,8.0667,4.3105,4.1867,2.0787,0.9902,2.2863
M1_D00657_04_00,M1,D00657,12,0,4:00,12.8938,8.3508,4.4169,4.0864,2.1146,0.9753,1.8292
M1_D00657_04_30,M1,D00657,12,0,4:30,12.9607,8.4399,4.7976,3.9525,2.0439,1.1424,1.7238
M1_D00657_05_00,M1,D00657,12,0,5:00,13.1283,8.2267,4.8736,3.986,2.2923,1.2485,1.6182
M1_D00657_05_30,M1,D00657,12,0,5:30,13.7313,8.5824,5.1172,4.3545,2.0613,1.3254,1.3719999999999999
M1_D00657_06_00,M1,D00657,12,0,6:00,13.9659,8.5466,5.376,3.3156,1.4571,1.2181,1.3367
M1_D00657_06_30,M1,D00657,12,0,6:30,15.0706,9.5239,5.4984,4.0865,2.2391,1.1728,1.161
M1_D00657_07_00,M1,D00657,12,0,7:00,20.53,15.0495,5.9703,5.0908,2.5588,1.2335,1.3723
M1_D00657_07_30,M1,D00657,12,0,7:30,20.9318,15.0665,6.0306,6.3969,3.9267,1.3555,1.4769999999999999
M1_D00657_08_00,M1,D00657,12,0,8:00,15.4058,11.9048,3.4422,5.3253,3.3404,1.1122,1.3017
M1_D00657_08_30,M1,D00657,12,0,8:30,12.0232,8.6886,3.0765,4.9904,2.8960000000000004,1.0665,1.6884
M1_D00657_09_00,M1,D00657,12,0,9:00,3.6168,1.0659999999999998,2.6809,3.5835,2.3631,1.0968,1.829
M1_D00657_09_30,M1,D00657,12,0,9:30,0.8039,-2.5757,2.8481,3.4496,2.0432,1.0974,2.0053
M1_D00657_10_00,M1,D00657,12,0,10:00,-1.6072,-4.9212,3.0159,3.4499,1.7947,1.249,2.4623
M1_D00657_10_30,M1,D00657,12,0,10:30,-1.875,-5.6497,3.4875,4.3206,2.2569,1.2489,3.0253
M1_D00657_11_00,M1,D00657,12,0,11:00,-4.0185,-7.6758,3.0922,3.7178,2.3806,1.0665,2.708
M1_D00657_11_30,M1,D00657,12,0,11:30,-7.4675,-10.9442,2.7722,2.4111,1.2617,1.0668,2.6385
M1_D00657_12_00,M1,D00657,12,0,12:00,-8.9076,-12.1174,2.7261,2.4783,0.7999,1.1876,2.7088
M1_D00657_12_30,M1,D00657,12,0,12:30,-7.5015,-10.5178,2.7873,3.0477,1.5818,1.2644,3.1659
M1_D00657_13_00,M1,D00657,12,0,13:00,-8.372,-11.0866,2.7872,3.5169,2.346,1.2186,3.7639
M1_D00657_13_30,M1,D00657,12,0,13:30,-1.6745,-4.601,2.7415,2.8466,1.2974,1.1729,3.7639
M1_D00657_14_00,M1,D00657,12,0,14:00,1.5075,-1.5103,2.9548,3.4832,1.8658,1.2945,3.6584
M1_D00657_14_30,M1,D00657,12,0,14:30,0.7365,-2.0962,2.8936,3.0477,1.4748,1.3103,3.3419
M1_D00657_15_00,M1,D00657,12,0,15:00,3.4832,0.9952,2.9391,2.4783,1.1374,1.2643,3.3774
M1_D00657_15_30,M1,D00657,12,0,15:30,9.7123,7.0717,2.9697,2.4781,0.9951,1.2183,3.6226
M1_D00657_16_00,M1,D00657,12,0,16:00,12.4582,9.3462,3.3659,2.6455,1.1729,1.1271,3.4822
M1_D00657_16_30,M1,D00657,12,0,16:30,15.5064,12.0113,3.7773,3.3825,1.2262,1.1726,3.5171
M1_D00657_17_00,M1,D00657,12,0,17:00,16.1757,12.4379,3.9901,2.9805,1.1549,1.0816,3.6937
M1_D00657_17_30,M1,D00657,12,0,17:30,16.4773,12.7927,3.8689999999999998,2.512,0.8885,0.99,3.7288
M1_D00657_18_00,M1,D00657,12,0,18:00,10.1814,6.5213,3.6859,1.2065,0.0891,0.9903,3.3766
M1_D00657_18_30,M1,D00657,12,0,18:30,10.1812,6.4141,3.8383,1.5079,0.1603,0.9597,2.8144
M1_D00657_19_00,M1,D00657,12,0,19:00,9.8797,6.2543,3.5641,1.3402,0.1247,0.8986,2.7435
M1_D00657_19_30,M1,D00657,12,0,19:30,9.5445,6.1832,3.3503,1.3737,0.1603,0.853,2.6035
M1_D00657_20_00,M1,D00657,12,0,20:00,8.875,5.8103,3.0464,1.2397,0.0894,0.7466,2.4973
M1_D00657_20_30,M1,D00657,12,0,20:30,8.5396,5.5613,2.9697,1.2733,0.1248,0.884,2.2163
M1_D00657_21_00,M1,D00657,12,0,21:00,10.081,7.3381,2.8634,1.8759,1.2616,0.853,2.2868
M1_D00657_21_30,M1,D00657,12,0,21:30,9.8798,7.3383,2.559,2.4446,1.2796,0.8073,2.3216
M1_D00657_22_00,M1,D00657,12,0,22:00,11.4539,8.1554,2.5736,3.7515,1.9013,1.0659999999999998,2.181
M1_D00657_22_30,M1,D00657,12,0,22:30,13.2624,10.4832,2.7110000000000003,4.7224,3.1097,1.0208,2.0751
M1_D00657_23_00,M1,D00657,12,0,23:00,12.86,10.5008,2.5132,4.7228,2.6471,0.9749,1.8992
M1_D00657_23_30,M1,D00657,12,0,23:30,13.9324,11.7976,2.407,5.1911,3.4113,0.9449,2.0754
M1_D00659_00_00,M1,D00659,12,0,0:00,12.1569,9.7723,2.2239,4.2201,2.8789,0.8224,2.8496
M1_D00659_00_30,M1,D00659,12,0,0:30,13.2622,10.9454,2.2846,4.6221,3.0031,0.8379,3.0253
M1_D00659_01_00,M1,D00659,12,0,1:00,12.7261,10.5008,2.1937,4.0192,2.7543,0.8533,3.0255
M1_D00659_01_30,M1,D00659,12,0,1:30,13.0948,10.4299,2.2699,4.3877,2.7364,0.8831,3.1308
M1_D00659_02_00,M1,D00659,12,0,2:00,12.2909,10.3056,2.3451,4.4213,2.7897,0.9446,3.3768
M1_D00659_02_30,M1,D00659,12,0,2:30,12.6594,10.3053,2.3609,4.0864,2.5589,0.9596,3.2363
M1_D00659_03_00,M1,D00659,12,0,3:00,12.4915,10.021,2.3305,4.2201,2.541,0.9143,3.0602
M1_D00659_03_30,M1,D00659,12,0,3:30,12.525,10.3232,2.4524,4.2539,2.5231,0.9903,2.8145
M1_D00659_04_00,M1,D00659,12,0,4:00,12.8268,10.1454,2.5134,4.6893,2.8427,0.945,3.0953
M1_D00659_04_30,M1,D00659,12,0,4:30,13.4631,10.2698,2.7722,4.3205,2.6655,1.0207,3.201
M1_D00659_05_00,M1,D00659,12,0,5:00,13.3293,9.8968,2.8022,3.8181,2.1675,1.0206,2.0751
M1_D00659_05_30,M1,D00659,12,0,5:30,14.2674,11.3539,2.9696,5.0238,2.8786,1.0364,2.7795
M1_D00659_06_00,M1,D00659,12,0,6:00,13.630999999999998,10.7854,3.077,4.2872,2.8786,1.0058,2.8842
M1_D00659_06_30,M1,D00659,12,0,6:30,13.4966,10.5187,3.0461,3.8854,2.2213,0.9442,3.7284
M1_D00659_07_00,M1,D00659,12,0,7:00,14.6358,10.4654,3.5644,3.9856,2.3099,1.0051,3.904
M1_D00659_07_30,M1,D00659,12,0,7:30,14.3343,9.9858,3.8384,3.6509,2.061,1.0512,4.151
M1_D00659_08_00,M1,D00659,12,0,8:00,13.262,9.0795,3.7922,3.9523,1.9194,1.1422,4.0803
M1_D00659_08_30,M1,D00659,12,0,8:30,11.8551,8.4754,3.6706,3.5168,1.6351,1.2337,4.3617
M1_D00659_09_00,M1,D00659,12,0,9:00,10.3824,6.2895,3.4419,3.1818,1.6883,1.0815,4.2563
M1_D00659_09_30,M1,D00659,12,0,9:30,9.3773,6.2366,3.3354,2.7461,1.084,1.1876,4.1506
M1_D00659_10_00,M1,D00659,12,0,10:00,10.1812,6.2895,3.6552,3.2152,1.5992,1.1729,4.1859
M1_D00659_10_30,M1,D00659,12,0,10:30,11.1861,7.4447,3.8385,2.6459,1.3325,1.0967,3.9749
M1_D00659_11_00,M1,D00659,12,0,11:00,10.9516,6.9476,3.8079,2.7461,1.4214,0.9753,3.588
M1_D00659_11_30,M1,D00659,12,0,11:30,9.3436,5.6858,3.4571,2.1433,0.7824,0.914,3.2009
M1_D00659_12_00,M1,D00659,12,0,12:00,9.0423,5.7745,3.5486,2.5451,1.102,1.1122,2.8492
M1_D00659_12_30,M1,D00659,12,0,12:30,9.5447,5.7391,3.4417,2.5787,0.9422,1.1274,2.4622
M1_D00659_13_00,M1,D00659,12,0,13:00,9.2766,5.3484,3.5031,3.1816,1.5818,1.1423,2.9904
M1_D00659_13_30,M1,D00659,12,0,13:30,8.1716,5.0109,3.5645,3.0141,1.1022,1.188,2.8846
M1_D00659_14_00,M1,D00659,12,0,14:00,9.6119,5.7387,3.5942,3.115,1.0486,1.249,2.7789
M1_D00659_14_30,M1,D00659,12,0,14:30,8.8748,5.3839999999999995,3.3203,2.3444,0.9951,1.1729,2.0755
M1_D00659_15_00,M1,D00659,12,0,15:00,9.076,5.4545,3.3049,2.1431,0.8535,1.0969,2.7793
M1_D00659_15_30,M1,D00659,12,0,15:30,9.1092,5.8101,3.3201,1.9424,0.5865,1.0059,3.3767
M1_D00659_16_00,M1,D00659,12,0,16:00,10.1478,6.7343,3.6093,2.3443,0.711,0.9446,2.9902
M1_D00659_16_30,M1,D00659,12,0,16:30,11.019,7.2139,3.7922,1.7747,0.4975,0.7915,3.0609
M1_D00659_17_00,M1,D00659,12,0,17:00,10.6168,6.8054,3.7923,1.5075,0.2312,0.8839,2.0054
M1_D00659_17_30,M1,D00659,12,0,17:30,10.6835,6.6099,4.066,1.3403,0.0181,0.9903,2.6732
M1_D00659_18_00,M1,D00659,12,0,18:00,10.8511,6.6805,4.1578,1.3738,-0.0356,0.9598,2.498
M1_D00659_18_30,M1,D00659,12,0,18:30,10.2482,6.4145,3.8689999999999998,1.1059999999999999,-0.1067,0.8528,2.6034
M1_D00659_19_00,M1,D00659,12,0,19:00,10.0136,6.3256,3.6709,1.0387,-0.0889,0.8221,3.4475
M1_D00659_19_30,M1,D00659,12,0,19:30,9.377,6.0414,3.4115,1.0388,-0.0714,0.777,3.1307
M1_D00659_20_00,M1,D00659,12,0,20:00,8.9083,5.6328,3.2598,1.0051,-0.1423,0.8072,2.498
M1_D00659_20_30,M1,D00659,12,0,20:30,8.306000000000001,5.4016,2.9705,0.8712,-0.1067,0.7768,2.7439999999999998
M1_D00659_21_00,M1,D00659,12,0,21:00,9.4106,6.3432,2.9091,1.306,0.0715,0.7769,2.8495
M1_D00659_21_30,M1,D00659,12,0,21:30,9.9133,7.392,2.68,2.5789,1.0134,0.716,2.8139999999999996
M1_D00659_22_00,M1,D00659,12,0,22:00,10.7172,7.8892,2.544,2.7463,1.2971,0.7617,2.4275
M1_D00659_22_30,M1,D00659,12,0,22:30,11.7549,9.0975,2.4985,3.2825,1.9545,0.7619,2.7088
M1_D00659_23_00,M1,D00659,12,0,23:00,11.3195,8.7241,2.4068,3.5839999999999996,2.2032,0.7315,2.7788
M1_D00659_23_30,M1,D00659,12,0,23:30,12.4919,9.7192,2.589,3.7513,2.4345,0.762,3.1306
M1_D00662_00_00,M1,D00662,10,0,0:00,10.4158,9.0796,1.3555,3.4835,2.3986,0.5788,7.8445
M1_D00662_00_30,M1,D00662,10,0,0:30,11.085999999999999,9.755,1.3252,3.5839999999999996,2.3989,0.5483,7.563
M1_D00662_01_00,M1,D00662,10,0,1:00,10.8513,9.2573,1.3407,3.6843,2.8253,0.5637,7.5274
M1_D00662_01_30,M1,D00662,10,0,1:30,10.8846,9.4529,1.2948,3.3489999999999998,2.3811,0.5486,7.246
M1_D00662_02_00,M1,D00662,10,0,2:00,10.6501,9.0084,1.2492,3.4831,2.3103,0.5482,7.4922
M1_D00662_02_30,M1,D00662,10,0,2:30,10.6169,9.5949,1.2948,3.7848,2.7722,0.5335,7.6328
M1_D00662_03_00,M1,D00662,10,0,3:00,10.2818,8.8306,1.2491,2.9808,1.9548,0.5487,7.4925
M1_D00662_03_30,M1,D00662,10,0,3:30,10.55,9.5942,1.2946,3.6175,2.6297,0.5332,7.3163
M1_D00662_04_00,M1,D00662,10,0,4:00,10.3824,9.2037,1.4014,3.4831,2.6299,0.701,7.3511
M1_D00662_04_30,M1,D00662,10,0,4:30,11.0525,9.3282,1.5994,3.4831,2.2207,0.7164,7.4567
M1_D00662_05_00,M1,D00662,10,0,5:00,11.655,10.1635,1.8125,4.0861,2.5764,0.6404,7.3164
M1_D00662_05_30,M1,D00662,10,0,5:30,12.1239,10.021,2.1478,3.6507,2.1856,0.6706,7.0701
M1_D00662_06_00,M1,D00662,10,0,6:00,12.1571,9.6659,2.3763,2.9471,1.5819999999999999,0.6401,7.4216
M1_D00662_06_30,M1,D00662,10,0,6:30,13.2287,11.0872,2.6499,3.7513,2.5415,0.7313,6.9645
M1_D00662_07_00,M1,D00662,10,0,7:00,11.6547,9.151,2.5284,3.9186,2.3103,0.7617,6.8942
M1_D00662_07_30,M1,D00662,10,0,7:30,8.1384,5.6857,2.4978,3.3494,2.3806,0.9293,7.1758
M1_D00662_08_00,M1,D00662,10,0,8:00,7.3682,5.1528,2.4367,3.5169,2.1146,1.0661,7.4219
M1_D00662_08_30,M1,D00662,10,0,8:30,6.5977,4.1933,2.2387,3.1483,1.6175,1.0356,7.3163
M1_D00662_09_00,M1,D00662,10,0,9:00,2.2442,-0.3195,2.3,3.718,2.2211,1.0051,7.3515
M1_D00662_09_30,M1,D00662,10,0,9:30,2.7465,0.3558,2.4217,3.9856,2.4704,1.0361,7.422000000000001
M1_D00662_10_00,M1,D00662,10,0,10:00,4.5889999999999995,1.4923,2.955,3.9188,2.417,1.1422,7.6332
M1_D00662_10_30,M1,D00662,10,0,10:30,4.7225,1.2438,3.2592,3.9188,2.3988,1.1124,7.8445
M1_D00662_11_00,M1,D00662,10,0,11:00,-2.8129,-5.7386,2.7114,2.2105,1.3326,1.0505,8.2661
M1_D00662_11_30,M1,D00662,10,0,11:30,-5.2572,-7.6038,2.2089,2.1431,0.764,0.9595,8.3717
M1_D00662_12_00,M1,D00662,10,0,12:00,-0.6028,-2.6827,2.1173,2.0094,0.7641,0.9291,8.1601
M1_D00662_12_30,M1,D00662,10,0,12:30,-2.6122,-4.6902,1.9342,1.7412,0.4449,0.8987,8.5477
M1_D00662_13_00,M1,D00662,10,0,13:00,-3.6832,-5.9342,1.9037,2.1096,0.8173,0.9441,8.5826
M1_D00662_13_30,M1,D00662,10,0,13:30,-2.5113,-4.6901,1.8124,2.378,1.2437,0.8681,8.9694
M1_D00662_14_00,M1,D00662,10,0,14:00,-2.7463,-4.5124,1.7059,2.0764,0.995,0.7921,9.1452
M1_D00662_14_30,M1,D00662,10,0,14:30,-5.9941,-7.8175,1.7361,2.6124,1.2436,0.8836,9.4268
M1_D00662_15_00,M1,D00662,10,0,15:00,-0.6698,-2.7536,1.9494,1.8421,0.7643,0.9447,9.4974
M1_D00662_15_30,M1,D00662,10,0,15:30,1.5407,-0.2661,1.9952,1.7751,0.6933,0.8835,9.3911
M1_D00662_16_00,M1,D00662,10,0,16:00,2.7462,1.4573,2.0867,1.4742,0.5159,0.8378,9.6734
M1_D00662_16_30,M1,D00662,10,0,16:30,5.3921,3.1802,2.3303,1.4074,0.4615,0.7617,10.0248
M1_D00662_17_00,M1,D00662,10,0,17:00,7.2007,4.602,2.6041,1.1726,0.1955,0.6857,10.1656
M1_D00662_17_30,M1,D00662,10,0,17:30,7.0332,4.4424,2.5435,0.5028,-0.2304,0.7009,10.0598
M1_D00662_18_00,M1,D00662,10,0,18:00,7.4352,4.7266,2.6348,0.838,-0.0709,0.6858,9.9193
M1_D00662_18_30,M1,D00662,10,0,18:30,7.268,4.6379,2.6198,0.7708,-0.1069,0.6859999999999999,9.4975
M1_D00662_19_00,M1,D00662,10,0,19:00,6.9999,4.5307,2.4985,0.7372,-0.1064,0.6856,9.2862
M1_D00662_19_30,M1,D00662,10,0,19:30,6.7317,4.3706,2.4219,0.7705,-0.1419,0.7615,9.0396
M1_D00662_20_00,M1,D00662,10,0,20:00,6.3296,4.0158,2.2695,0.9718,-0.0357,0.7919,9.2862
M1_D00662_20_30,M1,D00662,10,0,20:30,5.9279,3.7318,2.1631,0.7039,-0.6573,0.838,9.1095
M1_D00662_21_00,M1,D00662,10,0,21:00,7.1674,5.3659,1.9193,1.172,0.0712,0.7769,9.1452
M1_D00662_21_30,M1,D00662,10,0,21:30,8.1721,6.0594,1.7058,1.6412,0.6223,0.7011,8.794
M1_D00662_22_00,M1,D00662,10,0,22:00,10.5499,8.5642,1.7362,3.2486,1.8484,0.6708,8.4068
M1_D00662_22_30,M1,D00662,10,0,22:30,10.7173,9.2924,1.7364,3.4496,2.3451,0.7311,8.3366
M1_D00662_23_00,M1,D00662,10,0,23:00,11.5543,9.9147,1.8885,4.4882,3.0389,0.9137,8.1958
M1_D00662_23_30,M1,D00662,10,0,23:30,11.3537,8.919,1.6907,4.2202,2.4875,0.8071,8.3011
M1_D00663_00_00,M1,D00663,3,0,0:00,11.253,9.3632,1.9192,0.9717,-0.0709,0.7772,8.5124
M1_D00663_00_30,M1,D00663,3,0,0:30,9.8462,7.8184,1.6299,0.7372,-0.8526,0.6858,9.1807
M1_D00663_01_00,M1,D00663,3,0,1:00,9.8798,8.5817,1.4925,0.7371,-0.2305,0.5791,9.8485
M1_D00663_01_30,M1,D00663,3,0,1:30,9.7122,7.8002,1.5689,0.5363,-0.4085,0.6858,8.4419
M1_D00663_02_00,M1,D00663,3,0,2:00,9.5113,7.8004,1.6601,0.7038,-0.3198,0.7313,9.7435
M1_D00663_02_30,M1,D00663,3,0,2:30,11.186,9.4349,1.6446,0.938,-0.0708,0.7462,10.3413
M1_D00663_03_00,M1,D00663,3,0,3:00,9.3435,7.6049,1.8275,0.6369,-0.639,0.8073,10.2007
M1_D00663_03_30,M1,D00663,3,0,3:30,9.5114,8.1376,1.7825,0.9385,-0.3019,0.7919,10.0598
M1_D00663_04_00,M1,D00663,3,0,4:00,10.1815,8.2625,1.8888,0.7374,-0.5865,0.8225,9.2508
M1_D00663_04_30,M1,D00663,3,0,4:30,11.3537,9.2749,1.95,1.1392,-0.3016,0.7766,9.321
M1_D00663_05_00,M1,D00663,3,0,5:00,10.014,8.3507,1.9952,0.8714,-0.16,0.7161,8.6535
M1_D00663_05_30,M1,D00663,3,0,5:30,10.2483,8.0132,2.1934,0.6034,-0.7458,0.7615,8.7582
M1_D00663_06_00,M1,D00663,3,0,6:00,10.583,8.0487,2.6958,0.0672,-1.2965,0.868,9.7085
M1_D00663_06_30,M1,D00663,3,0,6:30,11.2867,8.4221,3.2437,0.4691,-0.8881,0.9905,9.4617
M1_D00663_07_00,M1,D00663,3,0,7:00,9.8127,6.3251,3.3509,0.6032,-1.0129,1.0661,9.5322
M1_D00663_07_30,M1,D00663,3,0,7:30,6.5979,3.4821,3.2293,0.3019,-0.8884,1.2181,10.0946
M1_D00663_08_00,M1,D00663,3,0,8:00,3.8176,0.8357,3.0155,0.737,-0.6572,1.2791,10.1301
M1_D00663_08_30,M1,D00663,3,0,8:30,0.8714,-1.954,2.8022,0.4357,-0.7102,1.1124,10.5872
M1_D00663_09_00,M1,D00663,3,0,9:00,-1.4396,-4.5663,2.6505,1.0053,-0.3372,1.0969,9.9194
M1_D00663_09_30,M1,D00663,3,0,9:30,-3.248,-6.0938,3.0158,1.3734,0.1067,1.1122,12.1703
M1_D00663_10_00,M1,D00663,3,0,10:00,-4.3201,-7.5333,3.3655,2.2102,0.1956,1.1726,12.3111
M1_D00663_10_30,M1,D00663,3,0,10:30,-4.4205,-8.1729,3.4571,1.5744,0.3734,1.2036,11.6077
M1_D00663_11_00,M1,D00663,3,0,11:00,-6.6976,-9.7006,2.9244,1.6075,0.5693,0.9749,12.0292
M1_D00663_11_30,M1,D00663,3,0,11:30,-8.8074,-11.3705,2.5134,1.4408,0.0358,0.899,11.0447
M1_D00663_12_00,M1,D00663,3,0,12:00,-9.7452,-11.9927,2.3912,1.2398,-0.3734,1.1429,10.3412
M1_D00663_12_30,M1,D00663,3,0,12:30,-8.7073,-11.2287,2.3457,1.6749,0.1602,1.1117,10.6578
